product_id,product_name,category,pzn,price,package_size,stock_quantity,expiry_date,description,prescription_needed,drug_interactions
1207,Abbott Foot Care Cream,Body Care,92352411,1018.97,Standard Pack,285,2026-09-16,Cracked heel treatment,No,Not Applicable
1208,Cipla Adult Diapers,Sanitary,34215035,424.44,Standard Pack,390,2027-07-03,Incontinence protection,No,Not Applicable
1209,Cipla Acne Control Gel,Skincare,34347841,1307.4,Standard Pack,289,2028-06-24,Reduces acne and pimples,No,Not Applicable
1210,Dr Reddy's Body Lotion,Body Care,94982908,1458.28,Standard Pack,46,2028-09-23,Hydrating body lotion,No,Not Applicable
1211,Mankind Tampons Pack,Sanitary,66348963,691.4,Standard Pack,80,2027-09-03,Menstrual hygiene product,No,Not Applicable
1212,Abbott Acne Control Gel,Skincare,90023800,145.74,Standard Pack,26,2027-01-27,Reduces acne and pimples,No,Not Applicable
1213,Cipla Calcium + Vitamin D,Supplement,20949687,422.71,Standard Pack,338,2027-10-29,Bone health supplement,No,Not Applicable
1214,Alkem Foot Care Cream,Body Care,65590800,424.29,Standard Pack,386,2028-01-27,Cracked heel treatment,No,Not Applicable
1215,Mankind Ibuprofen 400mg,Medicine,24883373,439.2,Standard Pack,347,2028-04-19,Anti-inflammatory pain reliever,No,No major interactions reported
1216,Cipla Adult Diapers,Sanitary,39597483,604.99,Standard Pack,306,2026-10-16,Incontinence protection,No,Not Applicable
1217,Torrent Amlodipine 5mg,Medicine,38351344,1155.68,Standard Pack,391,2027-05-09,Hypertension treatment,Yes,Avoid alcohol
1218,Cipla Cetaphil Cleanser,Skincare,76757928,1125.58,Standard Pack,89,2026-12-31,Gentle skin cleanser,No,Not Applicable
1219,Lupin Foot Care Cream,Body Care,77144075,846.91,Standard Pack,342,2027-08-18,Cracked heel treatment,No,Not Applicable
1220,Cipla Pantoprazole 40mg,Medicine,68548403,47.74,Standard Pack,471,2026-11-08,Acidity treatment,Yes,Avoid alcohol
1221,Abbott Baby Wipes,Sanitary,64280720,1070.06,Standard Pack,213,2027-06-13,Gentle cleansing wipes,No,Not Applicable
1222,Cipla Pantoprazole 40mg,Medicine,53589647,274.37,Standard Pack,485,2028-05-14,Acidity treatment,Yes,No major interactions reported
1223,Mankind Cetaphil Cleanser,Skincare,24208709,380.11,Standard Pack,301,2027-10-05,Gentle skin cleanser,No,Not Applicable
1224,Mankind Sanitary Pads Pack,Sanitary,51644346,1123.79,Standard Pack,113,2027-07-28,Women hygiene product,No,Not Applicable
1225,Glenmark Vitamin D3 60000 IU,Supplement,94989976,188.76,Standard Pack,261,2027-03-07,Vitamin D supplement,No,Not Applicable
1226,Dr Reddy's Acne Control Gel,Skincare,41711468,172.15,Standard Pack,131,2027-03-11,Reduces acne and pimples,No,Not Applicable
1227,Dr Reddy's Calcium + Vitamin D,Supplement,97980930,131.52,Standard Pack,487,2028-10-20,Bone health supplement,No,Not Applicable
1228,Abbott Medicated Soap,Body Care,87774890,684.38,Standard Pack,473,2028-03-21,Skin infection protection,No,Not Applicable
1229,Zydus Adult Diapers,Sanitary,30261159,670.85,Standard Pack,240,2027-11-16,Incontinence protection,No,Not Applicable
1230,Abbott Acne Control Gel,Skincare,17539294,540.87,Standard Pack,37,2027-07-04,Reduces acne and pimples,No,Not Applicable
1231,Cipla Medicated Soap,Body Care,17635653,565.73,Standard Pack,146,2026-11-07,Skin infection protection,No,Not Applicable
1232,Abbott Montelukast 10mg,Medicine,78057490,589.03,Standard Pack,297,2028-03-10,Asthma prevention,Yes,Avoid with Warfarin
1233,Lupin Foot Care Cream,Body Care,53154591,915.41,Standard Pack,256,2027-01-22,Cracked heel treatment,No,Not Applicable
1234,Sun Pharma Insulin Glargine,Medicine,56095437,1473.93,Standard Pack,43,2028-01-19,Long-acting insulin,Yes,May interact with Metformin
1235,Alkem Amlodipine 5mg,Medicine,68978194,795.62,Standard Pack,312,2027-01-30,Hypertension treatment,Yes,Avoid alcohol
1236,Mankind Acne Control Gel,Skincare,64864099,1166.21,Standard Pack,347,2028-04-24,Reduces acne and pimples,No,Not Applicable
1237,Sun Pharma Ibuprofen 400mg,Medicine,54250344,159.87,Standard Pack,347,2027-09-20,Anti-inflammatory pain reliever,No,Avoid alcohol
1238,Dr Reddy's Aloe Vera Gel,Skincare,54743095,140.62,Standard Pack,339,2027-01-12,Soothing skin gel,No,Not Applicable
1239,Mankind Acne Control Gel,Skincare,27307598,900.66,Standard Pack,480,2026-11-15,Reduces acne and pimples,No,Not Applicable
1240,Mankind Aloe Vera Gel,Skincare,96368203,1191.66,Standard Pack,416,2026-12-29,Soothing skin gel,No,Not Applicable
1241,Mankind Sanitary Pads Pack,Sanitary,78248169,555.51,Standard Pack,185,2027-07-03,Women hygiene product,No,Not Applicable
1242,Zydus Multivitamin Capsules,Supplement,75266178,304.17,Standard Pack,70,2027-01-26,General dietary supplement,No,Not Applicable
1243,Sun Pharma Cetirizine 10mg,Medicine,78140959,1160.89,Standard Pack,427,2028-09-15,Allergy relief,No,Consult doctor if taking BP medication
1244,Abbott Ibuprofen 400mg,Medicine,27589104,903.92,Standard Pack,78,2027-02-03,Anti-inflammatory pain reliever,No,May interact with Metformin
1245,Alkem Tampons Pack,Sanitary,15864298,628.07,Standard Pack,346,2028-08-26,Menstrual hygiene product,No,Not Applicable
1246,Abbott Iron Folic Acid,Supplement,48242379,1133.54,Standard Pack,401,2027-11-23,Iron deficiency treatment,No,Not Applicable
1247,Lupin Calcium + Vitamin D,Supplement,51536077,1449.08,Standard Pack,401,2027-12-14,Bone health supplement,No,Not Applicable
1248,Abbott Omega 3 Fish Oil,Supplement,69135982,703.29,Standard Pack,144,2028-10-25,Heart health supplement,No,Not Applicable
1249,Glenmark Foot Care Cream,Body Care,66191704,1450.08,Standard Pack,418,2027-03-13,Cracked heel treatment,No,Not Applicable
1250,Torrent Tampons Pack,Sanitary,17003454,968.94,Standard Pack,447,2027-09-05,Menstrual hygiene product,No,Not Applicable
1251,Glenmark Sanitary Pads Pack,Sanitary,26733967,441.89,Standard Pack,390,2027-02-01,Women hygiene product,No,Not Applicable
1252,Glenmark Moisturizing Cream,Skincare,29776801,1249.95,Standard Pack,46,2027-04-05,Hydrates dry skin,No,Not Applicable
1253,Cipla Hand Sanitizer,Body Care,65686520,98.82,Standard Pack,257,2027-09-07,Alcohol-based hand cleaner,No,Not Applicable
1254,Sun Pharma Iron Folic Acid,Supplement,60319927,352.32,Standard Pack,163,2026-11-30,Iron deficiency treatment,No,Not Applicable
1255,Dr Reddy's Sunscreen SPF 50,Skincare,15140967,444.58,Standard Pack,424,2027-12-17,UV protection lotion,No,Not Applicable
1256,Alkem Iron Folic Acid,Supplement,92590645,27.77,Standard Pack,40,2026-09-09,Iron deficiency treatment,No,Not Applicable
1257,Dr Reddy's Sunscreen SPF 50,Skincare,83659258,1411.53,Standard Pack,311,2028-02-12,UV protection lotion,No,Not Applicable
1258,Torrent Body Lotion,Body Care,41895531,465.7,Standard Pack,24,2027-04-22,Hydrating body lotion,No,Not Applicable
1259,Alkem Foot Care Cream,Body Care,18429833,184.07,Standard Pack,463,2028-01-14,Cracked heel treatment,No,Not Applicable
1260,Cipla Face Masks Pack,Sanitary,94819556,782.76,Standard Pack,123,2028-08-25,Protective face masks,No,Not Applicable
1261,Mankind Omega 3 Fish Oil,Supplement,10209961,929.92,Standard Pack,123,2028-03-27,Heart health supplement,No,Not Applicable
1262,Sun Pharma Antiseptic Liquid,Body Care,80260907,1462.49,Standard Pack,34,2028-02-10,Kills germs and bacteria,No,Not Applicable
1263,Glenmark Face Masks Pack,Sanitary,84377016,50.09,Standard Pack,447,2027-12-15,Protective face masks,No,Not Applicable
1264,Zydus Pantoprazole 40mg,Medicine,44044361,1126.03,Standard Pack,182,2028-11-05,Acidity treatment,Yes,Avoid with Warfarin
1265,Sun Pharma Sunscreen SPF 50,Skincare,88101741,1108.08,Standard Pack,170,2027-01-04,UV protection lotion,No,Not Applicable
1266,Glenmark Ibuprofen 400mg,Medicine,55439043,1223.99,Standard Pack,89,2028-10-26,Anti-inflammatory pain reliever,No,No major interactions reported
1267,Dr Reddy's Antiseptic Liquid,Body Care,18469210,1079.75,Standard Pack,483,2027-12-02,Kills germs and bacteria,No,Not Applicable
1268,Lupin Cetirizine 10mg,Medicine,15879578,1190.84,Standard Pack,453,2026-10-02,Allergy relief,No,Avoid alcohol
1269,Mankind Aloe Vera Gel,Skincare,82884346,720.63,Standard Pack,18,2028-09-30,Soothing skin gel,No,Not Applicable
1270,Zydus Omega 3 Fish Oil,Supplement,16416148,1301.38,Standard Pack,169,2027-05-27,Heart health supplement,No,Not Applicable
1271,Mankind Ibuprofen 400mg,Medicine,63690013,1120.1,Standard Pack,458,2027-09-20,Anti-inflammatory pain reliever,No,Avoid alcohol
1272,Alkem Iron Folic Acid,Supplement,59304469,1387.98,Standard Pack,265,2027-05-21,Iron deficiency treatment,No,Not Applicable
1273,Sun Pharma Pantoprazole 40mg,Medicine,67795113,911.63,Standard Pack,421,2027-02-21,Acidity treatment,Yes,Consult doctor if taking BP medication
1274,Sun Pharma Acne Control Gel,Skincare,20746667,505.32,Standard Pack,151,2027-06-30,Reduces acne and pimples,No,Not Applicable
1275,Mankind Foot Care Cream,Body Care,32366682,1040.85,Standard Pack,179,2027-11-21,Cracked heel treatment,No,Not Applicable
1276,Abbott Ibuprofen 400mg,Medicine,68376726,426.34,Standard Pack,405,2026-10-18,Anti-inflammatory pain reliever,No,Avoid with Warfarin
1277,Glenmark Hand Sanitizer,Body Care,31473054,1430.13,Standard Pack,73,2028-05-04,Alcohol-based hand cleaner,No,Not Applicable
1278,Dr Reddy's Body Lotion,Body Care,19023909,369.27,Standard Pack,330,2027-08-31,Hydrating body lotion,No,Not Applicable
1279,Abbott Moisturizing Cream,Skincare,14346684,915.54,Standard Pack,347,2027-11-24,Hydrates dry skin,No,Not Applicable
1280,Alkem Acne Control Gel,Skincare,20319387,869.4,Standard Pack,271,2027-08-31,Reduces acne and pimples,No,Not Applicable
1281,Torrent Hand Sanitizer,Body Care,43502308,1441.57,Standard Pack,13,2028-09-12,Alcohol-based hand cleaner,No,Not Applicable
1282,Glenmark Iron Folic Acid,Supplement,61940566,1372.04,Standard Pack,60,2027-05-16,Iron deficiency treatment,No,Not Applicable
1283,Lupin Moisturizing Cream,Skincare,92124765,442.65,Standard Pack,469,2028-01-05,Hydrates dry skin,No,Not Applicable
1284,Dr Reddy's Vitamin D3 60000 IU,Supplement,19939096,689.02,Standard Pack,460,2028-08-20,Vitamin D supplement,No,Not Applicable
1285,Zydus Body Lotion,Body Care,99635939,534.19,Standard Pack,33,2028-03-06,Hydrating body lotion,No,Not Applicable
1286,Torrent Adult Diapers,Sanitary,31139996,1073.48,Standard Pack,474,2028-08-07,Incontinence protection,No,Not Applicable
1287,Glenmark Omega 3 Fish Oil,Supplement,40097200,199.62,Standard Pack,102,2028-11-09,Heart health supplement,No,Not Applicable
1288,Alkem Multivitamin Capsules,Supplement,13527782,554.13,Standard Pack,293,2027-09-02,General dietary supplement,No,Not Applicable
1289,Dr Reddy's Foot Care Cream,Body Care,92134318,1328.68,Standard Pack,33,2027-07-03,Cracked heel treatment,No,Not Applicable
1290,Glenmark Medicated Soap,Body Care,65135987,1158.36,Standard Pack,421,2028-03-31,Skin infection protection,No,Not Applicable
1291,Zydus Metformin 500mg,Medicine,96213226,129.76,Standard Pack,238,2028-07-17,Type 2 diabetes management,Yes,Consult doctor if taking BP medication
1292,Glenmark Sunscreen SPF 50,Skincare,95871687,889.92,Standard Pack,393,2026-12-31,UV protection lotion,No,Not Applicable
1293,Cipla Foot Care Cream,Body Care,26664623,786.79,Standard Pack,155,2027-02-05,Cracked heel treatment,No,Not Applicable
1294,Lupin Omega 3 Fish Oil,Supplement,56442431,1422.28,Standard Pack,265,2027-06-07,Heart health supplement,No,Not Applicable
1295,Lupin Cetirizine 10mg,Medicine,95235919,1435.4,Standard Pack,140,2026-12-27,Allergy relief,No,Avoid alcohol
1296,Sun Pharma Face Masks Pack,Sanitary,77454225,968.66,Standard Pack,303,2028-04-06,Protective face masks,No,Not Applicable
1297,Abbott Multivitamin Capsules,Supplement,91220369,519.68,Standard Pack,473,2028-03-20,General dietary supplement,No,Not Applicable
1298,Sun Pharma Paracetamol 500mg,Medicine,16101779,1423.85,Standard Pack,394,2028-04-02,Pain reliever and fever reducer,No,Avoid alcohol
1299,Mankind Calcium + Vitamin D,Supplement,92961108,965.71,Standard Pack,254,2028-05-24,Bone health supplement,No,Not Applicable
1300,Torrent Adult Diapers,Sanitary,74819756,382.42,Standard Pack,413,2028-07-22,Incontinence protection,No,Not Applicable
1301,Alkem Hand Sanitizer,Body Care,19794273,1039.15,Standard Pack,80,2027-11-14,Alcohol-based hand cleaner,No,Not Applicable
1302,Alkem Medicated Soap,Body Care,37383505,523.49,Standard Pack,73,2027-07-07,Skin infection protection,No,Not Applicable
1303,Mankind Acne Control Gel,Skincare,27551135,1145.78,Standard Pack,263,2028-03-18,Reduces acne and pimples,No,Not Applicable
1304,Lupin Ibuprofen 400mg,Medicine,72608888,201.33,Standard Pack,230,2027-05-01,Anti-inflammatory pain reliever,No,May interact with Metformin
1305,Torrent Paracetamol 500mg,Medicine,61559717,1298.96,Standard Pack,214,2027-05-02,Pain reliever and fever reducer,No,May interact with Metformin
1306,Zydus Aloe Vera Gel,Skincare,35479101,1149.42,Standard Pack,255,2028-01-30,Soothing skin gel,No,Not Applicable
1307,Torrent Medicated Soap,Body Care,76755908,54.3,Standard Pack,483,2027-09-27,Skin infection protection,No,Not Applicable
1308,Lupin Baby Wipes,Sanitary,38876195,883.35,Standard Pack,24,2026-10-11,Gentle cleansing wipes,No,Not Applicable
1309,Abbott Moisturizing Cream,Skincare,97813295,1015.33,Standard Pack,146,2028-02-21,Hydrates dry skin,No,Not Applicable
1310,Mankind Azithromycin 500mg,Medicine,27976443,1326.03,Standard Pack,372,2027-08-30,Antibiotic for bacterial infections,Yes,No major interactions reported
1311,Mankind Cetaphil Cleanser,Skincare,16866268,864.02,Standard Pack,99,2027-08-27,Gentle skin cleanser,No,Not Applicable
1312,Sun Pharma Adult Diapers,Sanitary,61854861,766.3,Standard Pack,391,2028-03-06,Incontinence protection,No,Not Applicable
1313,Abbott Aloe Vera Gel,Skincare,25946545,210.42,Standard Pack,49,2027-09-28,Soothing skin gel,No,Not Applicable
1314,Glenmark Acne Control Gel,Skincare,59070856,1137.35,Standard Pack,101,2028-04-28,Reduces acne and pimples,No,Not Applicable
1315,Glenmark Baby Wipes,Sanitary,15402922,87.05,Standard Pack,70,2028-08-20,Gentle cleansing wipes,No,Not Applicable
1316,Glenmark Moisturizing Cream,Skincare,71335966,240.43,Standard Pack,457,2028-01-30,Hydrates dry skin,No,Not Applicable
1317,Abbott Omega 3 Fish Oil,Supplement,52752377,260.5,Standard Pack,315,2028-09-16,Heart health supplement,No,Not Applicable
1318,Zydus Aloe Vera Gel,Skincare,78090664,1245.87,Standard Pack,272,2028-01-04,Soothing skin gel,No,Not Applicable
1319,Alkem Adult Diapers,Sanitary,12232974,565.17,Standard Pack,344,2026-12-11,Incontinence protection,No,Not Applicable
1320,Torrent Foot Care Cream,Body Care,94457912,59.44,Standard Pack,242,2027-05-19,Cracked heel treatment,No,Not Applicable
1321,Lupin Face Masks Pack,Sanitary,16892773,883.61,Standard Pack,87,2028-02-08,Protective face masks,No,Not Applicable
1322,Dr Reddy's Baby Wipes,Sanitary,42507072,66.72,Standard Pack,485,2028-08-07,Gentle cleansing wipes,No,Not Applicable
1323,Cipla Amlodipine 5mg,Medicine,69195194,484.26,Standard Pack,77,2027-10-17,Hypertension treatment,Yes,May interact with Metformin
1324,Abbott Foot Care Cream,Body Care,73297813,1311.77,Standard Pack,376,2028-09-03,Cracked heel treatment,No,Not Applicable
1325,Glenmark Metformin 500mg,Medicine,37828932,850.11,Standard Pack,339,2027-12-23,Type 2 diabetes management,Yes,Consult doctor if taking BP medication
1326,Dr Reddy's Hand Sanitizer,Body Care,71694994,1369.94,Standard Pack,175,2028-03-02,Alcohol-based hand cleaner,No,Not Applicable
1327,Abbott Acne Control Gel,Skincare,74985553,304.55,Standard Pack,126,2027-06-02,Reduces acne and pimples,No,Not Applicable
1328,Lupin Adult Diapers,Sanitary,49945150,1161.34,Standard Pack,360,2027-03-21,Incontinence protection,No,Not Applicable
1329,Alkem Hand Sanitizer,Body Care,56815569,849.52,Standard Pack,478,2028-11-12,Alcohol-based hand cleaner,No,Not Applicable
1330,Sun Pharma Acne Control Gel,Skincare,86970753,1021.4,Standard Pack,194,2027-09-29,Reduces acne and pimples,No,Not Applicable
1331,Torrent Sunscreen SPF 50,Skincare,15646068,445.69,Standard Pack,365,2026-11-09,UV protection lotion,No,Not Applicable
1332,Torrent Moisturizing Cream,Skincare,74300930,336.7,Standard Pack,423,2028-02-23,Hydrates dry skin,No,Not Applicable
1333,Torrent Aloe Vera Gel,Skincare,28424464,181.66,Standard Pack,379,2028-04-12,Soothing skin gel,No,Not Applicable
1334,Cipla Multivitamin Capsules,Supplement,99903592,1359.67,Standard Pack,115,2028-06-04,General dietary supplement,No,Not Applicable
1335,Sun Pharma Vitamin D3 60000 IU,Supplement,65472370,508.83,Standard Pack,241,2026-12-01,Vitamin D supplement,No,Not Applicable
1336,Glenmark Vitamin D3 60000 IU,Supplement,31198492,622.22,Standard Pack,478,2027-12-21,Vitamin D supplement,No,Not Applicable
1337,Torrent Antiseptic Liquid,Body Care,53106399,442.41,Standard Pack,30,2028-10-16,Kills germs and bacteria,No,Not Applicable
1338,Lupin Montelukast 10mg,Medicine,81826922,1113.26,Standard Pack,435,2026-09-28,Asthma prevention,Yes,May interact with Metformin
1339,Cipla Antiseptic Liquid,Body Care,63283709,1186.18,Standard Pack,95,2028-09-25,Kills germs and bacteria,No,Not Applicable
1340,Cipla Cetaphil Cleanser,Skincare,50049524,860.58,Standard Pack,54,2027-07-30,Gentle skin cleanser,No,Not Applicable
1341,Glenmark Moisturizing Cream,Skincare,80372842,750.99,Standard Pack,480,2027-01-05,Hydrates dry skin,No,Not Applicable
1342,Torrent Baby Wipes,Sanitary,35878707,1217.04,Standard Pack,169,2027-02-03,Gentle cleansing wipes,No,Not Applicable
1343,Dr Reddy's Hand Sanitizer,Body Care,11890348,1110.19,Standard Pack,404,2027-06-19,Alcohol-based hand cleaner,No,Not Applicable
1344,Dr Reddy's Tampons Pack,Sanitary,92000924,1287.1,Standard Pack,459,2027-10-10,Menstrual hygiene product,No,Not Applicable
1345,Zydus Foot Care Cream,Body Care,21641746,613.23,Standard Pack,48,2027-02-26,Cracked heel treatment,No,Not Applicable
1346,Zydus Iron Folic Acid,Supplement,43292316,30.11,Standard Pack,196,2027-04-19,Iron deficiency treatment,No,Not Applicable
1347,Zydus Hand Sanitizer,Body Care,50526484,882.04,Standard Pack,293,2026-09-01,Alcohol-based hand cleaner,No,Not Applicable
1348,Lupin Acne Control Gel,Skincare,18338186,1008.32,Standard Pack,238,2027-07-01,Reduces acne and pimples,No,Not Applicable
1349,Glenmark Iron Folic Acid,Supplement,51738753,1041.63,Standard Pack,327,2027-06-19,Iron deficiency treatment,No,Not Applicable
1350,Lupin Aloe Vera Gel,Skincare,39410942,1436.89,Standard Pack,244,2027-01-24,Soothing skin gel,No,Not Applicable
1351,Zydus Foot Care Cream,Body Care,65813853,1058.87,Standard Pack,467,2027-12-16,Cracked heel treatment,No,Not Applicable
1352,Lupin Tampons Pack,Sanitary,89968863,1312.24,Standard Pack,41,2028-02-10,Menstrual hygiene product,No,Not Applicable
1353,Zydus Foot Care Cream,Body Care,20482769,1377.52,Standard Pack,57,2026-10-23,Cracked heel treatment,No,Not Applicable
1354,Lupin Face Masks Pack,Sanitary,86866717,814.26,Standard Pack,84,2027-07-22,Protective face masks,No,Not Applicable
1355,Sun Pharma Baby Wipes,Sanitary,37568520,1081.04,Standard Pack,250,2026-11-22,Gentle cleansing wipes,No,Not Applicable
1356,Cipla Baby Wipes,Sanitary,70858653,215.28,Standard Pack,212,2027-12-01,Gentle cleansing wipes,No,Not Applicable
1357,Glenmark Sanitary Pads Pack,Sanitary,72059365,1015.7,Standard Pack,157,2028-08-30,Women hygiene product,No,Not Applicable
1358,Torrent Pantoprazole 40mg,Medicine,10404729,1123.79,Standard Pack,296,2026-11-03,Acidity treatment,Yes,Avoid with Warfarin
1359,Sun Pharma Hand Sanitizer,Body Care,82633735,1491.3,Standard Pack,478,2026-10-30,Alcohol-based hand cleaner,No,Not Applicable
1360,Torrent Body Lotion,Body Care,64877191,286.37,Standard Pack,69,2028-10-13,Hydrating body lotion,No,Not Applicable
1361,Mankind Hand Sanitizer,Body Care,70201634,1307.04,Standard Pack,464,2027-09-11,Alcohol-based hand cleaner,No,Not Applicable
1362,Glenmark Body Lotion,Body Care,27849589,987.23,Standard Pack,178,2026-12-20,Hydrating body lotion,No,Not Applicable
1363,Mankind Calcium + Vitamin D,Supplement,80980044,208.47,Standard Pack,114,2026-08-24,Bone health supplement,No,Not Applicable
1364,Alkem Cetirizine 10mg,Medicine,83074216,647.71,Standard Pack,194,2027-04-13,Allergy relief,No,May interact with Metformin
1365,Dr Reddy's Hand Sanitizer,Body Care,46997080,298.95,Standard Pack,448,2028-09-01,Alcohol-based hand cleaner,No,Not Applicable
1366,Mankind Paracetamol 500mg,Medicine,92533595,1153.76,Standard Pack,452,2026-09-06,Pain reliever and fever reducer,No,May interact with Metformin
1367,Sun Pharma Vitamin D3 60000 IU,Supplement,89717834,69.69,Standard Pack,306,2028-07-09,Vitamin D supplement,No,Not Applicable
1368,Cipla Amlodipine 5mg,Medicine,63991141,669.66,Standard Pack,276,2027-03-31,Hypertension treatment,Yes,Avoid with Warfarin
1369,Torrent Calcium + Vitamin D,Supplement,41428626,1227.36,Standard Pack,374,2028-04-01,Bone health supplement,No,Not Applicable
1370,Abbott Aloe Vera Gel,Skincare,53038943,370.62,Standard Pack,448,2027-01-14,Soothing skin gel,No,Not Applicable
1371,Mankind Tampons Pack,Sanitary,50332555,427.23,Standard Pack,285,2028-04-17,Menstrual hygiene product,No,Not Applicable
1372,Glenmark Iron Folic Acid,Supplement,76521096,89.39,Standard Pack,176,2028-06-09,Iron deficiency treatment,No,Not Applicable
1373,Zydus Foot Care Cream,Body Care,65878146,624.22,Standard Pack,153,2027-09-10,Cracked heel treatment,No,Not Applicable
1374,Alkem Calcium + Vitamin D,Supplement,42342202,1277.02,Standard Pack,153,2028-08-14,Bone health supplement,No,Not Applicable
1375,Cipla Iron Folic Acid,Supplement,85482164,630.76,Standard Pack,213,2028-03-13,Iron deficiency treatment,No,Not Applicable
1376,Mankind Tampons Pack,Sanitary,42595918,397.39,Standard Pack,169,2028-06-13,Menstrual hygiene product,No,Not Applicable
1377,Zydus Insulin Glargine,Medicine,22410307,812.74,Standard Pack,424,2027-03-04,Long-acting insulin,Yes,Avoid with Warfarin
1378,Abbott Moisturizing Cream,Skincare,90922827,78.53,Standard Pack,37,2027-03-01,Hydrates dry skin,No,Not Applicable
1379,Lupin Face Masks Pack,Sanitary,74343201,329.16,Standard Pack,464,2027-07-27,Protective face masks,No,Not Applicable
1380,Lupin Cetaphil Cleanser,Skincare,35504548,1443.87,Standard Pack,60,2028-09-23,Gentle skin cleanser,No,Not Applicable
1381,Abbott Antiseptic Liquid,Body Care,37449289,607.02,Standard Pack,122,2028-03-08,Kills germs and bacteria,No,Not Applicable
1382,Mankind Acne Control Gel,Skincare,72579077,809.8,Standard Pack,183,2027-07-02,Reduces acne and pimples,No,Not Applicable
1383,Glenmark Acne Control Gel,Skincare,76743428,709.69,Standard Pack,411,2028-08-29,Reduces acne and pimples,No,Not Applicable
1384,Lupin Hand Sanitizer,Body Care,59755172,483.12,Standard Pack,23,2028-03-19,Alcohol-based hand cleaner,No,Not Applicable
1385,Cipla Multivitamin Capsules,Supplement,45000508,838.9,Standard Pack,299,2028-04-05,General dietary supplement,No,Not Applicable
1386,Dr Reddy's Hand Sanitizer,Body Care,36332415,508.2,Standard Pack,194,2028-03-26,Alcohol-based hand cleaner,No,Not Applicable
1387,Glenmark Iron Folic Acid,Supplement,97859993,1416.33,Standard Pack,172,2027-05-11,Iron deficiency treatment,No,Not Applicable
1388,Alkem Medicated Soap,Body Care,32579937,1104.5,Standard Pack,180,2027-02-10,Skin infection protection,No,Not Applicable
1389,Alkem Calcium + Vitamin D,Supplement,34702473,1377.01,Standard Pack,277,2028-06-08,Bone health supplement,No,Not Applicable
1390,Cipla Levothyroxine 50mcg,Medicine,19976458,1418.88,Standard Pack,342,2026-10-09,Thyroid hormone replacement,Yes,Avoid with Warfarin
1391,Lupin Antiseptic Liquid,Body Care,19122502,1066.61,Standard Pack,4,2027-04-01,Kills germs and bacteria,No,Not Applicable
1392,Zydus Baby Wipes,Sanitary,18113477,934.4,Standard Pack,341,2028-05-13,Gentle cleansing wipes,No,Not Applicable
1393,Cipla Medicated Soap,Body Care,10887495,807.67,Standard Pack,210,2026-09-02,Skin infection protection,No,Not Applicable
1394,Torrent Levothyroxine 50mcg,Medicine,81905550,1466.67,Standard Pack,8,2028-01-17,Thyroid hormone replacement,Yes,No major interactions reported
1395,Sun Pharma Vitamin D3 60000 IU,Supplement,80381817,240.37,Standard Pack,98,2028-05-16,Vitamin D supplement,No,Not Applicable
1396,Zydus Adult Diapers,Sanitary,45879718,1196.51,Standard Pack,40,2027-09-07,Incontinence protection,No,Not Applicable
1397,Abbott Medicated Soap,Body Care,42642810,1485.54,Standard Pack,115,2027-06-24,Skin infection protection,No,Not Applicable
1398,Sun Pharma Paracetamol 500mg,Medicine,64395532,581.31,Standard Pack,282,2027-12-21,Pain reliever and fever reducer,No,Avoid with Warfarin
1399,Sun Pharma Metformin 500mg,Medicine,77089857,1271.09,Standard Pack,330,2028-11-01,Type 2 diabetes management,Yes,Avoid alcohol
1400,Glenmark Sanitary Pads Pack,Sanitary,15711200,360.05,Standard Pack,461,2028-07-29,Women hygiene product,No,Not Applicable
1401,Torrent Baby Wipes,Sanitary,16249441,1387.76,Standard Pack,350,2027-06-04,Gentle cleansing wipes,No,Not Applicable
1402,Cipla Face Masks Pack,Sanitary,34072553,1394.57,Standard Pack,161,2026-09-06,Protective face masks,No,Not Applicable
1403,Dr Reddy's Calcium + Vitamin D,Supplement,63458386,1394.73,Standard Pack,153,2027-02-03,Bone health supplement,No,Not Applicable
1404,Abbott Tampons Pack,Sanitary,62231715,1022.01,Standard Pack,276,2027-07-26,Menstrual hygiene product,No,Not Applicable
1405,Sun Pharma Antiseptic Liquid,Body Care,77215278,1123.28,Standard Pack,177,2026-10-14,Kills germs and bacteria,No,Not Applicable
1406,Lupin Pantoprazole 40mg,Medicine,20202996,524.08,Standard Pack,393,2028-05-10,Acidity treatment,Yes,Consult doctor if taking BP medication
1407,Cipla Hand Sanitizer,Body Care,95110541,424.52,Standard Pack,230,2028-01-05,Alcohol-based hand cleaner,No,Not Applicable
1408,Glenmark Omega 3 Fish Oil,Supplement,60388958,659.13,Standard Pack,348,2028-04-11,Heart health supplement,No,Not Applicable
1409,Abbott Body Lotion,Body Care,49645162,1201.12,Standard Pack,365,2026-11-04,Hydrating body lotion,No,Not Applicable
1410,Dr Reddy's Cetirizine 10mg,Medicine,61002735,1073.28,Standard Pack,324,2027-01-25,Allergy relief,No,No major interactions reported
1411,Sun Pharma Acne Control Gel,Skincare,22283664,27.69,Standard Pack,157,2027-11-19,Reduces acne and pimples,No,Not Applicable
1412,Sun Pharma Acne Control Gel,Skincare,27784789,149.2,Standard Pack,220,2027-11-23,Reduces acne and pimples,No,Not Applicable
1413,Glenmark Face Masks Pack,Sanitary,64766762,172.87,Standard Pack,45,2027-08-18,Protective face masks,No,Not Applicable
